JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
720,16,11,2023-09-03,HOMEPAGE,View,195
2136,16,12,2023-10-17,CHECKOUT,Drop-off,183.25
642,16,15,2025-11-16,PRODUCTPAGE,Click,248
870,16,16,2025-08-21,PRODUCTPAGE,Click,35
3432,16,17,2023-02-03,HOMEPAGE,Click,122
229,16,17,2025-01-30,PRODUCTPAGE,Drop-off,71.75
1948,16,19,2023-12-12,HOMEPAGE,View,135
2370,17,1,2024-01-11,HOMEPAGE,Click,70
3316,17,1,2025-06-05,PRODUCTPAGE,Click,20
1249,17,1,2025-07-12,PRODUCTPAGE,Drop-off,192.25
2011,17,1,2025-11-22,HOMEPAGE,View,204
36,17,2,2023-11-20,CHECKOUT,Purchase,137
2873,17,2,2025-08-13,PRODUCTPAGE,View,192
3745,17,3,2023-11-28,HOMEPAGE,Click,101
1301,17,4,2025-10-01,PRODUCTPAGE,View,81
1820,17,6,2024-02-16,PRODUCTPAGE,View,179
1666,17,7,2023-07-16,HOMEPAGE,View,164
1248,17,8,2023-12-13,HOMEPAGE,Click,153
2341,17,8,2025-06-11,PRODUCTPAGE,View,76
3586,17,9,2024-09-28,HOMEPAGE,View,210
2989,17,9,2025-06-14,CHECKOUT,Drop-off,124.5
2969,17,9,2025-10-23,PRODUCTPAGE,View,295
3778,17,10,2023-05-18,PRODUCTPAGE,Click,132
272,17,10,2023-08-03,CHECKOUT,Drop-off,256
2355,17,10,2024-09-09,CHECKOUT,Purchase,26
2644,17,10,2025-03-29,CHECKOUT,Drop-off,124.5
3260,17,12,2023-08-27,PRODUCTPAGE,View,198
2591,17,12,2024-07-22,HOMEPAGE,View,20
1976,17,13,2024-09-14,PRODUCTPAGE,View,171
451,17,14,2025-11-27,HOMEPAGE,View,142
3616,17,16,2023-12-12,HOMEPAGE,View,102
3773,17,16,2024-08-23,HOMEPAGE,Click,74
2329,17,16,2025-01-17,HOMEPAGE,Click,63
1378,17,18,2023-01-08,CHECKOUT,Drop-off,36.3333333333333
158,17,18,2025-11-19,HOMEPAGE,Click,97
2260,17,18,2025-12-26,HOMEPAGE,Click,92
1110,17,19,2023-12-23,HOMEPAGE,Click,275
866,17,19,2024-01-01,HOMEPAGE,View,204
3321,17,19,2024-04-21,HOMEPAGE,View,89
161,17,19,2025-01-15,PRODUCTPAGE,View,50
562,17,20,2024-02-04,HOMEPAGE,Click,46
539,18,1,2023-02-27,PRODUCTPAGE,View,139
2905,18,1,2023-03-12,CHECKOUT,Drop-off,116.5
779,18,1,2024-02-29,HOMEPAGE,Click,113
3512,18,1,2025-01-23,HOMEPAGE,Click,119
2094,18,2,2025-02-11,PRODUCTPAGE,Click,231
3710,18,4,2024-05-28,PRODUCTPAGE,Click,16
826,18,4,2024-10-23,PRODUCTPAGE,View,27
3441,18,4,2024-12-17,PRODUCTPAGE,View,108
1672,18,7,2024-08-21,PRODUCTPAGE,Click,110
688,18,7,2025-05-06,HOMEPAGE,View,23
1259,18,7,2025-09-24,PRODUCTPAGE,View,270
2646,18,8,2024-11-13,HOMEPAGE,Click,223
1333,18,9,2023-05-05,PRODUCTPAGE,View,247
1753,18,9,2024-04-17,HOMEPAGE,View,108
3384,18,9,2025-01-01,PRODUCTPAGE,View,299
3400,18,9,2025-07-31,CHECKOUT,Drop-off,233.75
1345,18,10,2024-06-24,HOMEPAGE,View,98
3333,18,10,2024-08-02,PRODUCTPAGE,View,227
1425,18,11,2023-05-03,PRODUCTPAGE,View,89
636,18,12,2023-07-19,CHECKOUT,Drop-off,149.5
3730,18,12,2024-09-24,HOMEPAGE,Click,32
2073,18,14,2023-08-12,PRODUCTPAGE,View,25
2801,18,15,2025-06-14,CHECKOUT,Drop-off,124.5
1379,18,15,2025-12-13,HOMEPAGE,View,195
1417,18,16,2023-04-10,PRODUCTPAGE,Click,102
653,18,16,2024-04-19,PRODUCTPAGE,Click,147
469,18,16,2025-11-27,PRODUCTPAGE,View,33
1770,18,17,2024-10-14,HOMEPAGE,View,23
1089,18,18,2024-09-27,CHECKOUT,Drop-off,214.4
293,18,19,2023-09-08,PRODUCTPAGE,Click,77
820,19,1,2024-03-24,HOMEPAGE,Click,90
897,19,1,2024-05-07,HOMEPAGE,View,236
2292,19,2,2025-06-25,PRODUCTPAGE,View,216
2605,19,3,2024-10-07,HOMEPAGE,View,217
218,19,3,2025-05-04,HOMEPAGE,View,155
1521,19,5,2024-07-23,PRODUCTPAGE,View,137
461,19,5,2024-09-05,CHECKOUT,Purchase,176
3920,19,5,2025-09-06,PRODUCTPAGE,Click,40
2240,19,6,2025-06-09,PRODUCTPAGE,Click,107
60,19,6,2025-06-17,PRODUCTPAGE,View,190
3842,19,7,2023-06-29,PRODUCTPAGE,Click,257
3787,19,9,2023-01-31,PRODUCTPAGE,Click,183
2154,19,9,2025-01-14,CHECKOUT,Drop-off,147
353,19,10,2024-07-13,HOMEPAGE,View,60
987,19,10,2024-08-03,HOMEPAGE,View,227
1972,19,10,2025-01-06,HOMEPAGE,Click,288
3660,19,11,2025-08-03,PRODUCTPAGE,Click,286
1888,19,11,2025-10-25,PRODUCTPAGE,Click,259
3736,19,12,2023-04-02,HOMEPAGE,View,79
3021,19,12,2025-04-24,PRODUCTPAGE,View,266
1058,19,13,2023-03-15,HOMEPAGE,Click,178
2083,19,13,2025-01-11,PRODUCTPAGE,Click,162
3003,19,16,2023-01-01,PRODUCTPAGE,View,293
2436,19,16,2023-08-11,HOMEPAGE,View,275
3386,19,16,2024-05-14,PRODUCTPAGE,View,228
564,19,16,2025-06-02,PRODUCTPAGE,Click,252
3851,19,19,2025-09-06,CHECKOUT,Purchase,67
2494,19,20,2024-09-14,HOMEPAGE,View,57
2193,19,20,2024-11-25,HOMEPAGE,Click,162
2610,19,20,2025-11-23,HOMEPAGE,View,121
926,20,1,2024-01-27,HOMEPAGE,Click,79
3878,20,1,2025-03-30,PRODUCTPAGE,View,263
964,20,2,2024-12-10,PRODUCTPAGE,View,140
3849,20,2,2025-05-17,HOMEPAGE,Click,248
3728,20,2,2025-06-07,CHECKOUT,Drop-off,185.333333333333
3245,20,3,2024-07-25,CHECKOUT,Drop-off,246
985,20,3,2025-01-13,PRODUCTPAGE,Click,283
531,20,3,2025-05-22,HOMEPAGE,Click,264
3134,20,4,2023-12-03,HOMEPAGE,Click,91
874,20,4,2024-12-17,CHECKOUT,Purchase,296
271,20,4,2025-08-19,CHECKOUT,Drop-off,111.666666666667
3410,20,5,2023-02-04,PRODUCTPAGE,Click,198
2319,20,5,2023-12-30,PRODUCTPAGE,View,68
2719,20,5,2024-10-21,HOMEPAGE,View,297
2048,20,6,2024-01-14,CHECKOUT,Drop-off,187.5
692,20,8,2023-04-19,PRODUCTPAGE,View,16
1431,20,8,2023-09-16,CHECKOUT,Drop-off,180.666666666667
1107,20,8,2025-08-19,PRODUCTPAGE,View,63
888,20,8,2025-09-04,PRODUCTPAGE,View,123
2116,20,8,2025-11-10,PRODUCTPAGE,View,156
3567,20,9,2024-06-29,PRODUCTPAGE,Click,204
2518,20,9,2024-08-01,CHECKOUT,Drop-off,224.5
1152,20,10,2023-08-25,HOMEPAGE,View,166
1953,20,10,2024-02-26,HOMEPAGE,View,232
2476,20,10,2024-12-05,HOMEPAGE,View,25
920,20,11,2025-12-04,CHECKOUT,Drop-off,236.5
1988,20,12,2025-09-08,PRODUCTPAGE,View,14
1475,20,13,2025-11-23,HOMEPAGE,View,65
2711,20,14,2024-08-21,HOMEPAGE,View,76
1385,20,15,2024-07-17,PRODUCTPAGE,View,82
2854,20,15,2025-08-16,CHECKOUT,Purchase,223
3062,20,16,2023-07-24,CHECKOUT,Drop-off,176.25
73,20,16,2024-09-17,HOMEPAGE,View,17
1492,20,17,2024-04-25,HOMEPAGE,Click,284
743,20,17,2025-04-07,PRODUCTPAGE,View,283
110,20,18,2023-02-07,PRODUCTPAGE,View,232
433,20,18,2025-11-27,PRODUCTPAGE,Click,205
2883,20,19,2024-10-03,HOMEPAGE,Click,105
3317,20,20,2023-12-20,CHECKOUT,Drop-off,187.333333333333
2685,20,20,2025-03-21,HOMEPAGE,Click,46
2327,21,1,2023-11-07,HOMEPAGE,View,228
2446,21,1,2024-11-16,PRODUCTPAGE,View,22
1846,21,2,2023-03-18,PRODUCTPAGE,View,197
1871,21,2,2023-06-24,HOMEPAGE,Click,262
3101,21,2,2024-05-16,HOMEPAGE,View,236
1826,21,2,2024-10-17,PRODUCTPAGE,View,220
959,21,4,2023-07-12,HOMEPAGE,View,16
3315,21,4,2023-10-08,HOMEPAGE,Click,73
1323,21,5,2023-07-03,CHECKOUT,Drop-off,143.857142857143
2122,21,5,2023-08-28,HOMEPAGE,View,79
315,21,6,2023-11-05,HOMEPAGE,Click,74
2652,21,6,2025-02-14,PRODUCTPAGE,Click,117
1552,21,7,2023-06-29,PRODUCTPAGE,View,287
1566,21,7,2024-01-29,PRODUCTPAGE,Click,234
2309,21,7,2025-08-20,PRODUCTPAGE,Click,30
3229,21,8,2024-11-26,HOMEPAGE,Click,197
43,21,8,2025-03-14,HOMEPAGE,View,40
2075,21,9,2024-07-09,CHECKOUT,Drop-off,145
3843,21,9,2025-03-20,PRODUCTPAGE,Click,148
2030,21,10,2024-06-10,HOMEPAGE,View,171
600,21,11,2023-03-16,HOMEPAGE,View,123
2324,21,12,2025-04-09,HOMEPAGE,Click,104
1754,21,12,2025-05-17,PRODUCTPAGE,View,98
1713,21,13,2024-04-17,HOMEPAGE,Click,202
785,21,14,2024-03-31,CHECKOUT,Drop-off,153.25
3273,21,14,2024-03-31,HOMEPAGE,View,259
2125,21,14,2025-01-21,CHECKOUT,Drop-off,159
1869,21,14,2025-06-02,HOMEPAGE,View,152
2444,21,15,2024-05-16,PRODUCTPAGE,View,134
849,21,15,2025-09-27,HOMEPAGE,View,177
1730,21,15,2025-09-29,HOMEPAGE,View,152
3329,21,16,2023-03-04,HOMEPAGE,View,255
3907,21,16,2024-10-24,PRODUCTPAGE,Click,99
1943,21,16,2025-10-07,HOMEPAGE,View,241
1432,21,17,2023-05-22,HOMEPAGE,View,161
2839,21,18,2023-05-07,HOMEPAGE,View,270
1013,21,20,2023-04-15,PRODUCTPAGE,View,201
3869,21,20,2024-01-07,PRODUCTPAGE,View,138
1982,21,20,2025-03-25,HOMEPAGE,View,189
3717,22,1,2023-03-05,PRODUCTPAGE,View,273
1254,22,1,2023-09-05,PRODUCTPAGE,Click,244
1644,22,1,2024-10-11,PRODUCTPAGE,View,97
2383,22,2,2023-09-06,HOMEPAGE,Click,195
2387,22,2,2024-06-04,PRODUCTPAGE,View,92
2568,22,3,2024-07-05,HOMEPAGE,Click,142
2244,22,3,2025-05-17,PRODUCTPAGE,View,139
2071,22,3,2025-08-23,CHECKOUT,Drop-off,172.25
1418,22,4,2023-11-07,CHECKOUT,Purchase,281
387,22,4,2024-12-19,CHECKOUT,Drop-off,80
825,22,4,2025-10-31,PRODUCTPAGE,View,80
3708,22,5,2024-02-16,HOMEPAGE,Click,267
3060,22,6,2023-06-21,CHECKOUT,Purchase,105
3549,22,6,2023-09-22,PRODUCTPAGE,View,172
3880,22,6,2023-10-17,HOMEPAGE,View,61
1036,22,7,2023-04-11,PRODUCTPAGE,Click,30
1410,22,7,2024-01-26,CHECKOUT,Drop-off,155.5
2669,22,7,2024-09-14,HOMEPAGE,Click,204
2931,22,7,2025-11-26,PRODUCTPAGE,Click,209
3242,22,8,2023-03-22,PRODUCTPAGE,View,26
2994,22,8,2024-12-03,HOMEPAGE,View,72
2500,22,9,2023-03-17,PRODUCTPAGE,View,17
96,22,9,2024-07-28,PRODUCTPAGE,View,212
1945,22,10,2023-03-16,HOMEPAGE,View,68
1800,22,11,2023-12-29,PRODUCTPAGE,Click,143
1706,22,13,2023-04-05,HOMEPAGE,View,278
793,22,13,2025-09-24,HOMEPAGE,View,238
3626,22,14,2024-05-21,PRODUCTPAGE,View,10
1019,22,14,2025-07-20,HOMEPAGE,View,100
3257,22,14,2025-08-08,CHECKOUT,Drop-off,53
3801,22,15,2023-02-13,PRODUCTPAGE,View,120
1776,22,15,2023-09-06,HOMEPAGE,View,70
1994,22,15,2024-09-24,HOMEPAGE,Click,176
3191,22,16,2025-04-30,HOMEPAGE,Click,193
1584,22,17,2024-04-13,PRODUCTPAGE,Click,67
2115,22,17,2024-10-20,HOMEPAGE,View,77
3898,22,17,2025-09-21,HOMEPAGE,View,74
1189,22,18,2023-07-20,PRODUCTPAGE,View,139
322,22,18,2024-05-25,PRODUCTPAGE,View,18
1581,22,18,2024-06-09,HOMEPAGE,Click,217
2009,22,18,2025-08-22,PRODUCTPAGE,View,188
970,22,19,2023-08-19,HOMEPAGE,View,199
1509,22,19,2023-11-03,HOMEPAGE,Click,294
2932,22,19,2024-10-04,HOMEPAGE,Click,181
2238,22,19,2024-11-14,HOMEPAGE,View,268
2991,22,19,2025-01-19,HOMEPAGE,View,193
3552,22,19,2025-04-04,CHECKOUT,Drop-off,149.2
1866,22,20,2025-01-28,HOMEPAGE,View,216
1727,23,1,2023-01-30,CHECKOUT,Drop-off,127.333333333333
813,23,1,2023-04-06,CHECKOUT,Drop-off,122.333333333333
2411,23,1,2024-05-25,CHECKOUT,Purchase,44
3213,23,1,2025-04-13,HOMEPAGE,View,250
3082,23,1,2025-10-23,HOMEPAGE,View,40
1782,23,2,2024-03-06,CHECKOUT,Drop-off,183
1978,23,2,2024-12-04,HOMEPAGE,Click,281
375,23,2,2025-03-08,CHECKOUT,Purchase,125
754,23,2,2025-08-17,HOMEPAGE,View,168
3350,23,3,2024-01-29,HOMEPAGE,Click,18
2773,23,4,2025-08-15,PRODUCTPAGE,View,79
689,23,5,2024-01-09,CHECKOUT,Drop-off,53
1766,23,5,2025-04-17,HOMEPAGE,Click,95
261,23,5,2025-10-07,HOMEPAGE,View,239
2859,23,6,2024-06-17,HOMEPAGE,View,275
1493,23,7,2023-03-07,HOMEPAGE,View,186
1267,23,9,2023-01-01,PRODUCTPAGE,View,145
1190,23,9,2023-02-27,HOMEPAGE,Click,49
1864,23,9,2023-08-27,HOMEPAGE,Click,253
619,23,10,2023-03-21,PRODUCTPAGE,View,300
3158,23,10,2025-04-25,CHECKOUT,Drop-off,90.5
672,23,11,2024-06-15,HOMEPAGE,Click,26
11,23,12,2023-08-22,CHECKOUT,Drop-off,95.7142857142857
2407,23,12,2025-02-02,CHECKOUT,Drop-off,218.666666666667
730,23,13,2023-06-10,CHECKOUT,Drop-off,NULL
3409,23,13,2025-07-15,HOMEPAGE,Click,65
3765,23,13,2025-08-15,HOMEPAGE,View,65
1933,23,14,2023-04-06,HOMEPAGE,Click,111
2831,23,14,2024-07-31,CHECKOUT,Drop-off,162.333333333333
2039,23,15,2025-02-25,CHECKOUT,Drop-off,104
3342,23,16,2024-01-18,HOMEPAGE,Click,93
2479,23,16,2024-11-06,PRODUCTPAGE,Click,145
342,23,17,2024-06-19,PRODUCTPAGE,View,109
2119,23,17,2024-08-28,HOMEPAGE,View,97
1825,23,20,2024-10-03,PRODUCTPAGE,View,265
3103,23,20,2025-07-21,PRODUCTPAGE,Drop-off,124.75
3513,24,1,2025-03-12,PRODUCTPAGE,Click,264
2301,24,1,2025-10-06,HOMEPAGE,View,285
514,24,3,2024-06-18,PRODUCTPAGE,Click,38
919,24,3,2024-07-10,PRODUCTPAGE,View,158
736,24,3,2024-12-25,PRODUCTPAGE,View,226
2586,24,3,2025-07-19,CHECKOUT,Drop-off,195
3436,24,4,2024-03-12,CHECKOUT,Drop-off,273
53,24,4,2024-04-05,HOMEPAGE,View,182
2958,24,4,2024-09-12,HOMEPAGE,View,234
1662,24,5,2023-03-23,HOMEPAGE,View,253
139,24,5,2025-11-13,HOMEPAGE,View,248
2790,24,6,2024-08-04,HOMEPAGE,View,220
1575,24,6,2025-11-19,PRODUCTPAGE,Click,243
2028,24,7,2025-05-19,PRODUCTPAGE,View,181
1165,24,8,2023-03-03,HOMEPAGE,Click,203
3763,24,8,2023-11-09,PRODUCTPAGE,View,215
2925,24,8,2023-11-12,PRODUCTPAGE,Click,244
3230,24,8,2025-03-27,CHECKOUT,Purchase,26
2376,24,8,2025-08-14,HOMEPAGE,Click,20
3203,24,9,2024-07-05,HOMEPAGE,View,68
819,24,9,2025-01-25,HOMEPAGE,Click,144
3096,24,10,2025-12-19,CHECKOUT,Drop-off,226
1863,24,11,2025-05-03,HOMEPAGE,View,219
2841,24,11,2025-07-25,CHECKOUT,Purchase,130
3364,24,12,2023-11-07,CHECKOUT,Purchase,210
101,24,12,2024-04-14,HOMEPAGE,Click,37
3735,24,12,2024-11-03,HOMEPAGE,Click,78
3222,24,13,2023-04-25,PRODUCTPAGE,Click,116
1499,24,14,2023-12-07,PRODUCTPAGE,View,217
3887,24,14,2024-10-14,CHECKOUT,Drop-off,146
414,24,15,2025-05-06,PRODUCTPAGE,Drop-off,183.25
2862,24,16,2024-09-20,HOMEPAGE,View,196
808,24,16,2025-04-30,PRODUCTPAGE,Click,276
2466,24,17,2023-08-11,PRODUCTPAGE,View,132
1801,24,17,2024-12-20,HOMEPAGE,Click,74
3847,24,17,2025-02-02,CHECKOUT,Drop-off,218.666666666667
3754,24,17,2025-08-16,PRODUCTPAGE,View,31
3427,24,18,2023-07-29,PRODUCTPAGE,Click,283
2938,24,18,2024-06-12,CHECKOUT,Purchase,255
1318,24,18,2025-10-09,HOMEPAGE,View,59
3430,24,19,2025-04-13,CHECKOUT,Drop-off,208.333333333333
1140,24,20,2023-12-07,CHECKOUT,Drop-off,230.5
3462,24,20,2025-03-15,HOMEPAGE,Click,39
3088,24,20,2025-06-21,HOMEPAGE,Click,20
67,25,1,2023-05-21,PRODUCTPAGE,Click,57
3768,25,1,2024-10-15,HOMEPAGE,View,229
1949,25,2,2023-04-23,HOMEPAGE,View,238
421,25,2,2023-10-22,PRODUCTPAGE,Click,269
186,25,2,2024-01-04,PRODUCTPAGE,View,287
3419,25,3,2023-01-01,HOMEPAGE,Click,260
3308,25,3,2024-02-04,PRODUCTPAGE,View,171
3505,25,3,2025-01-21,HOMEPAGE,Click,160
2016,25,3,2025-07-31,PRODUCTPAGE,View,290
1924,25,3,2025-09-30,HOMEPAGE,View,249
3285,25,3,2025-12-02,HOMEPAGE,View,244
3420,25,4,2024-10-21,HOMEPAGE,View,102
2243,25,4,2025-03-20,PRODUCTPAGE,View,141
3744,25,5,2023-02-10,PRODUCTPAGE,View,120
1562,25,5,2025-08-09,PRODUCTPAGE,View,90
3633,25,6,2023-09-25,CHECKOUT,Drop-off,226.25
2020,25,6,2024-11-17,PRODUCTPAGE,View,173
858,25,7,2023-06-12,CHECKOUT,Drop-off,150.4
196,25,8,2025-08-23,PRODUCTPAGE,Click,25
538,25,9,2024-04-11,HOMEPAGE,View,232
1749,25,9,2024-09-01,CHECKOUT,Drop-off,155
2250,25,9,2025-05-29,PRODUCTPAGE,View,122
1083,25,10,2025-01-29,HOMEPAGE,Click,173
778,25,10,2025-02-19,PRODUCTPAGE,View,264
3052,25,10,2025-12-09,PRODUCTPAGE,Click,252
1928,25,11,2023-06-15,PRODUCTPAGE,View,13
1169,25,11,2024-07-31,CHECKOUT,Drop-off,162.333333333333
2852,25,11,2024-08-23,HOMEPAGE,Click,160
2458,25,12,2023-11-04,PRODUCTPAGE,View,112
2362,25,12,2023-11-15,CHECKOUT,Drop-off,66
3795,25,12,2024-05-08,PRODUCTPAGE,View,117
3532,25,12,2025-05-29,PRODUCTPAGE,View,81
566,25,12,2025-09-27,CHECKOUT,Purchase,188
3240,25,15,2023-08-02,CHECKOUT,Purchase,109
1160,25,15,2025-03-03,CHECKOUT,Purchase,124
3821,25,16,2023-04-26,PRODUCTPAGE,Click,200
420,25,16,2023-09-04,HOMEPAGE,Click,204
1136,25,16,2024-04-11,PRODUCTPAGE,View,124
2642,25,17,2024-06-08,CHECKOUT,Drop-off,140.5
1703,25,17,2024-07-29,HOMEPAGE,View,87
1462,25,17,2025-05-28,PRODUCTPAGE,View,12
975,25,18,2025-08-18,HOMEPAGE,Click,134
2469,25,18,2025-11-30,PRODUCTPAGE,View,93
759,25,19,2024-10-31,PRODUCTPAGE,View,87
2054,26,1,2023-01-31,CHECKOUT,Drop-off,147.5
3895,26,1,2024-11-14,HOMEPAGE,View,300
2677,26,2,2023-07-17,HOMEPAGE,View,57
565,26,2,2023-11-16,HOMEPAGE,Click,64
705,26,2,2025-01-01,PRODUCTPAGE,View,124
399,26,2,2025-08-03,PRODUCTPAGE,View,108
1600,26,3,2023-01-02,HOMEPAGE,Click,139
156,26,3,2024-10-18,CHECKOUT,Drop-off,NULL
1470,26,4,2023-05-12,PRODUCTPAGE,View,220
1931,26,4,2023-07-22,HOMEPAGE,View,133
3500,26,5,2023-02-13,HOMEPAGE,View,280
2720,26,6,2025-09-25,HOMEPAGE,Click,119
2755,26,7,2024-01-07,PRODUCTPAGE,View,157
3718,26,7,2024-11-09,HOMEPAGE,Click,136
1528,26,7,2025-06-12,PRODUCTPAGE,View,104
1852,26,8,2024-09-04,HOMEPAGE,Click,163
750,26,8,2025-02-19,CHECKOUT,Drop-off,194.2
247,26,9,2023-10-26,HOMEPAGE,View,97
1368,26,10,2024-11-09,PRODUCTPAGE,View,33
1095,26,10,2025-01-12,CHECKOUT,Drop-off,126
368,26,10,2025-04-28,PRODUCTPAGE,View,217
2815,26,11,2024-02-28,PRODUCTPAGE,View,108
1964,26,11,2024-06-19,PRODUCTPAGE,View,100
3570,26,12,2024-04-21,HOMEPAGE,View,48
3873,26,13,2023-12-17,HOMEPAGE,View,240
2068,26,14,2023-05-17,HOMEPAGE,View,18
2799,26,14,2024-09-18,HOMEPAGE,View,186
118,26,14,2025-04-25,PRODUCTPAGE,View,71
1999,26,14,2025-07-09,HOMEPAGE,View,88
2162,26,15,2023-06-09,HOMEPAGE,Click,219
423,26,15,2023-06-12,HOMEPAGE,Click,121
2973,26,15,2024-10-25,PRODUCTPAGE,View,239
3579,26,15,2025-10-24,CHECKOUT,Drop-off,NULL
2081,26,15,2025-11-10,CHECKOUT,Drop-off,108.666666666667
2765,26,16,2023-06-28,PRODUCTPAGE,Click,32
1174,26,16,2025-02-18,CHECKOUT,Drop-off,90.4
2878,26,16,2025-07-23,PRODUCTPAGE,View,260
3791,26,17,2025-06-02,PRODUCTPAGE,View,232
1464,26,18,2023-08-23,HOMEPAGE,View,26
138,26,18,2025-05-11,PRODUCTPAGE,View,172
724,26,19,2024-08-25,HOMEPAGE,Click,286
3349,26,20,2024-05-31,CHECKOUT,Drop-off,12
116,27,1,2024-04-29,PRODUCTPAGE,View,297
2274,27,1,2024-09-12,CHECKOUT,Drop-off,196.5
465,27,1,2025-08-26,PRODUCTPAGE,View,228
1634,27,4,2023-06-28,PRODUCTPAGE,Click,25
859,27,4,2023-07-11,HOMEPAGE,Click,249
448,27,4,2023-09-30,PRODUCTPAGE,View,279
1117,27,4,2024-03-03,HOMEPAGE,Click,155
1646,27,5,2023-08-01,HOMEPAGE,View,23
185,27,6,2023-12-29,PRODUCTPAGE,View,165
345,27,6,2024-12-22,CHECKOUT,Drop-off,81
841,27,6,2025-10-18,PRODUCTPAGE,View,244
2109,27,7,2023-07-22,HOMEPAGE,View,163
406,27,7,2025-05-09,PRODUCTPAGE,View,107
1201,27,7,2025-05-19,CHECKOUT,Drop-off,181.666666666667
2770,27,8,2024-01-31,CHECKOUT,Purchase,251
1667,27,8,2025-04-18,PRODUCTPAGE,View,199
3468,27,11,2025-06-27,HOMEPAGE,Click,298
1255,27,12,2023-04-01,PRODUCTPAGE,Click,166
1134,27,12,2025-03-08,HOMEPAGE,View,63
895,27,13,2025-10-05,HOMEPAGE,View,232
3476,27,14,2024-10-10,HOMEPAGE,View,260
3493,27,15,2025-09-19,CHECKOUT,Drop-off,235.333333333333
2595,27,16,2025-10-19,HOMEPAGE,Click,20
3751,27,17,2024-10-30,PRODUCTPAGE,View,195
3209,27,17,2024-11-23,CHECKOUT,Drop-off,264.5
809,27,17,2025-05-06,CHECKOUT,Purchase,196
3247,27,18,2023-12-14,CHECKOUT,Purchase,222
276,27,19,2023-11-22,CHECKOUT,Drop-off,179
3814,27,19,2025-06-13,PRODUCTPAGE,View,80
1072,28,1,2023-06-04,PRODUCTPAGE,View,149
3776,28,1,2023-10-22,PRODUCTPAGE,Drop-off,172.8
2275,28,1,2025-07-08,PRODUCTPAGE,View,21
3857,28,2,2023-04-19,PRODUCTPAGE,Drop-off,108.2
1193,28,3,2023-03-16,PRODUCTPAGE,View,291
3693,28,3,2023-04-14,PRODUCTPAGE,View,166
1970,28,3,2023-07-12,CHECKOUT,Drop-off,76.3333333333333
2638,28,3,2025-03-07,PRODUCTPAGE,View,262
2909,28,3,2025-09-21,HOMEPAGE,View,290
2535,28,4,2024-01-20,HOMEPAGE,View,295
1176,28,4,2024-06-07,CHECKOUT,Drop-off,46
3235,28,5,2023-11-21,HOMEPAGE,View,186
764,28,6,2023-07-28,HOMEPAGE,View,271
540,28,6,2024-05-27,HOMEPAGE,Click,122
3899,28,6,2024-08-29,PRODUCTPAGE,View,263
3502,28,7,2023-10-14,PRODUCTPAGE,View,70
1813,28,7,2024-07-22,PRODUCTPAGE,View,237
2660,28,7,2025-01-21,PRODUCTPAGE,View,193
2950,28,8,2023-09-16,HOMEPAGE,Click,278
2707,28,8,2024-06-03,HOMEPAGE,Click,298
3731,28,8,2025-03-16,HOMEPAGE,Click,128
3382,28,8,2025-09-24,HOMEPAGE,View,197
1076,28,9,2024-07-31,PRODUCTPAGE,Click,63
2805,28,9,2025-11-28,CHECKOUT,Drop-off,190.5
2890,28,10,2023-01-31,PRODUCTPAGE,View,256
2863,28,10,2023-04-10,HOMEPAGE,Click,266
2900,28,10,2024-01-19,HOMEPAGE,Click,63
773,28,10,2025-02-10,PRODUCTPAGE,View,102
3244,28,10,2025-04-12,PRODUCTPAGE,View,240
1778,28,11,2025-01-10,PRODUCTPAGE,View,34
1921,28,12,2023-03-30,PRODUCTPAGE,Click,172
400,28,12,2024-05-30,HOMEPAGE,View,45
939,28,14,2024-02-04,PRODUCTPAGE,Click,226
472,28,14,2025-03-09,PRODUCTPAGE,Click,94
2923,28,15,2023-09-11,PRODUCTPAGE,View,186
2573,28,15,2025-08-10,HOMEPAGE,View,57
2771,28,15,2025-08-30,PRODUCTPAGE,View,217
1073,28,16,2024-10-04,HOMEPAGE,View,285
2894,28,17,2023-02-22,CHECKOUT,Drop-off,222.333333333333
1064,28,17,2025-08-02,CHECKOUT,Drop-off,106.8
907,28,17,2025-11-30,PRODUCTPAGE,View,180
3915,28,19,2025-04-26,HOMEPAGE,View,18
3196,28,19,2025-09-02,HOMEPAGE,View,124
1596,28,19,2025-10-08,HOMEPAGE,Click,162
2217,28,20,2024-06-19,HOMEPAGE,View,28
1131,29,1,2025-02-02,PRODUCTPAGE,Click,227
171,29,2,2023-09-09,HOMEPAGE,Click,287
2164,29,3,2023-07-04,CHECKOUT,Purchase,174
44,29,3,2024-02-29,HOMEPAGE,View,193
2001,29,3,2024-06-04,PRODUCTPAGE,View,27
3328,29,3,2024-12-20,PRODUCTPAGE,View,84
237,29,4,2023-06-26,HOMEPAGE,Click,260
2288,29,4,2023-07-27,HOMEPAGE,Click,141
1404,29,4,2024-07-22,HOMEPAGE,View,59
868,29,4,2025-11-25,HOMEPAGE,Click,41
413,29,5,2023-07-09,PRODUCTPAGE,Click,235
1695,29,5,2024-06-09,PRODUCTPAGE,View,247
2574,29,5,2024-10-17,CHECKOUT,Drop-off,219.5
2447,29,5,2025-11-23,HOMEPAGE,View,264
570,29,5,2025-11-25,PRODUCTPAGE,View,193
3830,29,6,2023-10-26,PRODUCTPAGE,View,131
2838,29,6,2024-05-23,PRODUCTPAGE,View,93
